session,list,trialNr,phrase_item,noun,adj,itemNr,condition_phrFreq,condition_exposure,blocktype,category,phrase_train6,picture_file
train6,list3,22,Apfel_neu,Apfel,neu,1,LFP,SP,ncblock,food,Apfel_neu,apfel_neu.png
train6,list3,23,Bett_gross,Bett,gross,4,HFP,SP,ncblock,furniture,Bett_gross,bett_gross.png
train6,list3,24,Bild_gruen,Bild,gruen,5,LFP,SN,ncblock,furniture,Bild_neu,bild_neu.png
train6,list3,25,Blume_rot,Blume,rot,7,HFP,SN,ncblock,nature,Blume_alt,blume_alt.png
train6,list3,26,Bombe_klein,Bombe,klein,8,HFP,SN,ncblock,etc,Bombe_gross,bombe_gross.png
train6,list3,27,Brief_alt,Brief,alt,9,HFP,SN,ncblock,tool,Brief_klein,brief_klein.png
train6,list3,28,Brille_klein,Brille,klein,10,LFP,SP,ncblock,etc,Brille_klein,brille_klein.png
train6,list3,29,Brot_neu,Brot,neu,11,LFP,SP,ncblock,food,Brot_neu,brot_neu.png
train6,list3,30,Buch_gruen,Buch,gruen,12,LFP,SP,ncblock,etc,Buch_gruen,buch_gruen.png
train6,list3,31,Burg_alt,Burg,alt,13,HFP,SP,ncblock,building,Burg_alt,burg_alt.png
train6,list3,32,Bus_neu,Bus,neu,14,HFP,SP,ncblock,transportation,Bus_neu,bus_neu.png
train6,list3,33,Dach_weiss,Dach,weiss,15,LFP,SN,ncblock,building,Dach_klein,dach_klein.png
train6,list3,34,Fabrik_gross,Fabrik,gross,18,HFP,SP,ncblock,building,Fabrik_gross,fabrik_gross.png
train6,list3,35,Feder_gross,Feder,gross,20,LFP,SN,ncblock,etc,Feder_alt,feder_alt.png
train6,list3,36,Flagge_alt,Flagge,alt,21,LFP,SP,ncblock,etc,Flagge_alt,flagge_alt.png
train6,list3,37,Flugzeug_neu,Flugzeug,neu,22,HFP,SP,ncblock,transportation,Flugzeug_neu,flugzeug_neu.png
train6,list3,38,Geschenk_neu,Geschenk,neu,24,LFP,SN,ncblock,etc,Geschenk_alt,geschenk_alt.png
train6,list3,39,Glas_rot,Glas,rot,25,LFP,SN,ncblock,tool,Glas_gruen,glas_gruen.png
train6,list3,40,Herd_alt,Herd,alt,28,LFP,SP,ncblock,tool,Herd_alt,herd_alt.png
train6,list3,41,Hose_klein,Hose,klein,29,LFP,SP,ncblock,clothing,Hose_klein,hose_klein.png
train6,list3,42,Hut_klein,Hut,klein,30,LFP,SP,ncblock,clothing,Hut_klein,hut_klein.png
train6,list3,43,Kaffee_neu,Kaffee,neu,31,LFP,SN,ncblock,food,Kaffee_gruen,kaffee_gruen.png
train6,list3,44,Kerze_alt,Kerze,alt,33,LFP,SN,ncblock,etc,Kerze_neu,kerze_neu.png
train6,list3,45,Krone_neu,Krone,neu,36,HFP,SP,ncblock,etc,Krone_neu,krone_neu.png
train6,list3,46,Mantel_alt,Mantel,alt,39,LFP,SP,ncblock,clothing,Mantel_alt,mantel_alt.png
train6,list3,47,Nest_klein,Nest,klein,41,HFP,SP,ncblock,building,Nest_klein,nest_klein.png
train6,list3,48,Paket_alt,Paket,alt,42,LFP,SN,ncblock,etc,Paket_neu,paket_neu.png
train6,list3,49,Pfeil_gruen,Pfeil,gruen,44,HFP,SP,ncblock,etc,Pfeil_gruen,pfeil_gruen.png
train6,list3,50,Pflanze_gruen,Pflanze,gruen,45,HFP,SN,ncblock,nature,Pflanze_klein,pflanze_klein.png
train6,list3,51,Rad_neu,Rad,neu,46,HFP,SN,ncblock,etc,Rad_gross,rad_gross.png
train6,list3,52,Rose_weiss,Rose,weiss,48,HFP,SN,ncblock,nature,Rose_alt,rose_alt.png
train6,list3,53,Stadion_gruen,Stadion,gruen,51,LFP,SP,ncblock,building,Stadion_gruen,stadion_gruen.png
train6,list3,54,Tasse_gross,Tasse,gross,52,HFP,SN,ncblock,tool,Tasse_alt,tasse_alt.png
train6,list3,55,Tisch_alt,Tisch,alt,54,LFP,SP,ncblock,furniture,Tisch_alt,tisch_alt.png
train6,list3,56,Tomate_gruen,Tomate,gruen,55,HFP,SP,ncblock,vegetable,Tomate_gruen,tomate_gruen.png
train6,list3,57,Topf_gross,Topf,gross,56,HFP,SP,ncblock,tool,Topf_gross,topf_gross.png
train6,list3,58,Tuer_schwarz,Tuer,schwarz,57,LFP,SN,ncblock,building,Tuer_gruen,tuer_gruen.png
train6,list3,59,Turm_alt,Turm,alt,58,HFP,SN,ncblock,building,Turm_neu,turm_neu.png
train6,list3,60,Uhr_gross,Uhr,gross,59,HFP,SP,ncblock,tool,Uhr_gross,uhr_gross.png
train6,list3,61,Wolke_schwarz,Wolke,schwarz,60,HFP,SN,ncblock,nature,Wolke_gross,wolke_gross.png
train6,list3,62,Wueste_gross,Wueste,gross,61,HFP,SN,ncblock,nature,Wueste_gruen,wueste_gruen.png
train6,list3,63,Zeitung_alt,Zeitung,alt,62,HFP,SP,ncblock,etc,Zeitung_alt,zeitung_alt.png
train6,list3,64,Zelt_alt,Zelt,alt,63,LFP,SN,ncblock,building,Zelt_gruen,zelt_gruen.png
train6,list3,65,Zug_alt,Zug,alt,64,LFP,SN,ncblock,transportation,Zug_gruen,zug_gruen.png
train6,list3,66,Zweig_gruen,Zweig,gruen,65,HFP,SN,ncblock,nature,Zweig_gross,zweig_gross.png
